campaign,publisher,date,installs,d90_arpu,d90_arpu_pred
731622,1,2023-07-03,436,0.8692447375672246,0.052282272404721386
731622,1,2023-07-04,381,0.7893427114685004,0.0667884352047563
731622,1,2023-07-05,361,0.7964175837747332,0.2581433422714974
731622,1,2023-07-06,402,0.7168517482686053,0.04384133727270645
731622,1,2023-07-07,434,0.6420914556453688,0.015851468080029463
731622,1,2023-07-08,491,0.6350473656633178,0.1121084909116099
731622,1,2023-07-09,493,0.5544320322410776,-0.050555960400898936
731622,1,2023-07-10,481,0.2281809639543695,-0.08263665668915876
731622,331,2023-05-25,237,1.6548852810549233,4.525565002584467
731622,331,2023-05-26,251,2.329151061040992,4.443101549274658
731622,331,2023-05-27,276,2.0921029818436514,3.674804170274698
731622,331,2023-05-28,287,2.226455705604388,3.5763249100945145
731622,331,2023-05-29,270,2.6004166009329865,3.6095315839906057
731622,331,2023-05-30,259,2.0495841751092616,3.761090983492884
731622,331,2023-05-31,302,2.0219690117136624,3.5608177982406994
731622,331,2023-06-01,267,2.4336314444549716,3.2160109980024747
731622,331,2023-06-02,224,2.0520241473791385,3.628539758913206
731622,331,2023-06-03,241,1.495409229995932,3.4232215024019044
731622,331,2023-06-04,278,1.5923553244882396,2.790343512644215
731622,331,2023-06-05,223,1.4855527075379655,3.321079419734125
731622,331,2023-06-06,232,1.0889578610818136,3.1406976481537745
731622,331,2023-06-07,241,1.2229397737258212,3.1007441592509846
731622,331,2023-06-08,293,1.506885095305946,2.6524517414845956
731622,331,2023-06-09,262,1.2142347375281126,2.799358307891462
731622,331,2023-06-10,283,1.2096051097231006,2.740040070337606
731622,331,2023-06-11,320,1.1915113188298996,2.3497157810650315
731622,331,2023-06-12,297,1.0970777992734035,2.289844547982332
731622,331,2023-06-13,320,1.1626021173468932,2.3151078073383653
731622,331,2023-06-14,332,1.4159102153284369,2.3421727996501733
731622,331,2023-06-15,277,1.0093111470252707,2.471665905239309
731622,331,2023-06-16,269,1.1900120478153295,2.3683630833876936
731622,331,2023-06-17,276,1.3203849376395635,2.1358400283215926
731622,331,2023-06-18,333,1.30678505076054,2.0588596979061546
731622,331,2023-06-19,274,1.117025573127376,2.1403216599089943
731622,331,2023-06-20,280,1.4145017139130387,2.017233955290853
731622,331,2023-06-21,255,0.97570838270441,2.0194250864126735
731622,331,2023-06-22,263,0.9537492244102428,1.675414064629087
731622,331,2023-06-23,278,1.1693186584999384,1.7981553018207062
731622,331,2023-06-24,272,1.1245644126293224,2.319735585901799
731622,331,2023-06-25,233,1.1480016858918247,1.5537381263057986
731622,331,2023-06-26,203,0.9405307011463954,1.6488135251703353
731622,331,2023-06-27,122,1.1904563706548865,1.9182295421953968
731622,331,2023-06-28,109,0.795341166733945,1.9735098987491804
731622,331,2023-06-29,85,1.2289954721965215,1.688675014936309
731622,331,2023-06-30,90,1.03354965026662,1.8364789971185362
731622,331,2023-07-01,124,0.7644324764640743,1.771757344007439
731622,331,2023-07-02,101,0.9859349845817592,1.3075139913811658
731622,331,2023-07-03,114,0.9663755071181468,1.2718005879985768
731622,331,2023-07-04,126,0.75810553814429,1.1188836115861618
731622,331,2023-07-05,145,0.9512318889360332,1.1558420033111128
731622,331,2023-07-06,142,0.7714382293449039,1.0959365136541133
731622,331,2023-07-07,164,0.9990390689232675,0.9230075310953854
731622,331,2023-07-08,176,0.4468874950809902,1.0192645539269656
731622,331,2023-07-09,157,0.5923989451756508,0.938879610924491
731622,331,2023-07-10,158,0.3723439676697685,0.9067989146362305
731622,581,2023-05-25,88,2.7016962159090903,3.257930927519176
731622,581,2023-05-26,77,4.548332122109968,3.2258299214031085
731622,581,2023-05-27,92,2.312551154167468,2.8224803807153203
731622,581,2023-05-28,99,2.616860137567405,2.737943005467346
731622,581,2023-05-29,123,2.778036422984155,2.6557182490031286
731622,581,2023-05-30,165,2.6797117591740474,2.5598855829517575
731622,581,2023-05-31,110,1.6199352545454548,2.5631181631923354
731622,581,2023-06-01,49,1.890718775510204,2.2536242024245263
731622,581,2023-06-02,30,2.1069894,2.2098520953031153
731622,581,2023-06-03,29,1.3004853448275864,1.9675805604280636
731622,581,2023-06-04,38,3.0915150526315798,1.6697046924494805
731622,581,2023-06-05,58,3.2116249681640814,1.6216900990211904
731622,581,2023-06-06,81,0.8855528041939589,1.6021167586729212
731622,581,2023-06-07,124,1.5309993001501807,1.329694337303354
731622,581,2023-06-08,96,1.1082291648033231,1.4140659979429118
731622,581,2023-06-09,34,0.8861182021039258,1.5456691818737527
731622,581,2023-06-10,10,0.4759058,1.5873999756175767
731622,581,2023-06-11,3,0.1115913333333333,1.4122788304237548
731622,581,2023-06-12,4,0.3574382499999999,1.1168762537091954
731622,581,2023-06-13,1,0.120315,1.8540190744526466
731622,581,2023-06-14,2,2.742233,1.6821908785225246
731622,581,2023-06-24,1,0.5218400000000001,1.9752146292452464
731622,1185,2023-05-25,1564,,1.763194930100678
731622,1482,2023-05-25,1,12.807754,5.737246818312902
731622,1482,2023-06-03,1,0.7549869999999999,5.053670579241771
731622,1482,2023-06-09,1,0.176885,4.4840188120659334
731622,1482,2023-06-10,1,0.061979,4.410554683339733
731622,1482,2023-06-14,1,,4.092160664436861
731622,1482,2023-06-20,1,0.676403,3.618293813571967
731622,1482,2023-06-22,1,2.517169,3.2820617978492876
731622,1482,2023-06-23,1,0.0305909999999999,3.3343208811529426
731622,1482,2023-07-06,1,1.521272383,2.4664603554232962
731623,1,2023-05-26,182,7.996047906376561,5.514041752509259
731623,1,2023-05-27,614,3.540702729207874,3.778209905220539
731623,1,2023-05-28,774,4.062282278113978,3.6654522779812178
731623,1,2023-05-29,778,3.1407351657824516,3.6841613665477504
731623,1,2023-05-30,565,3.3194930759951684,3.719875843367747
731623,1,2023-05-31,526,3.467220736264888,3.6172294505669567
731623,1,2023-06-01,660,4.443711786914104,3.2806372876587266
731623,1,2023-06-02,637,3.265334548531453,3.155043137194146
731623,1,2023-06-03,687,2.1272708189030043,3.018087298085141
731623,1,2023-06-04,644,3.0173012656733134,2.88221275149787
731623,1,2023-06-05,631,2.4316173941188266,2.852003615786013
731623,1,2023-06-06,770,2.759566144492643,2.77539290058204
731623,1,2023-06-07,863,3.1163081479451784,2.8038018290815483
731623,1,2023-06-08,478,2.4736539566562534,2.8348984103838006
731623,1,2023-06-09,351,2.48968794972318,3.0293249094913204
731623,1,2023-06-10,627,3.0080648910076904,2.8319093091912606
731623,1,2023-06-11,652,1.7848108418938,2.456082605248245
731623,1,2023-06-12,777,1.700457291495278,2.4435152644928397
731623,1,2023-06-13,802,1.8794179653763112,2.468778523848873
731623,1,2023-06-14,1051,1.791223722342465,2.4220863151850196
731623,1,2023-06-15,1113,1.89763401444894,2.52468835990188
731623,1,2023-06-16,1210,2.094804855174905,2.4213855380502642
731623,1,2023-06-17,1439,1.6392917569665009,1.8487269207993011
731623,1,2023-06-18,1041,2.0258116913407522,2.138773213441001
731623,1,2023-06-19,1010,1.830139263081606,2.244010758981074
731623,1,2023-06-20,1199,1.8796819447349815,2.125219066978156
731623,1,2023-06-21,1410,1.7333652037118987,1.8513744184152354
731623,1,2023-06-22,1839,1.6586621050632617,1.4470791163011567
731623,1,2023-06-23,1854,1.5880091474861466,1.505720570992653
731623,1,2023-06-24,1731,1.5086037928849303,1.7864849833659184
731623,1,2023-06-25,1203,1.6856509085619307,1.2280915879103154
731623,1,2023-06-26,1025,1.5094344217229865,1.3962986577627794
731623,1,2023-06-27,953,1.464302851180793,1.3468553464832043
731623,1,2023-06-28,889,1.168095091521982,1.4021357030369872
731623,1,2023-06-29,818,1.352490386414763,1.033442521160408
731623,1,2023-06-30,667,1.2512312433452346,1.0599230723415258
731623,1,2023-07-01,839,1.0784645768258057,1.2251556769969765
731623,1,2023-07-02,904,1.018772899156308,0.7016834240711562
731623,1,2023-07-03,745,1.187309637696654,0.7605489231392405
731623,1,2023-07-04,834,1.1074784354205822,0.775055085939275
731623,1,2023-07-05,798,0.9219118395284406,0.8212632678539663
731623,1,2023-07-06,924,1.186867199150592,0.752107988007227
731623,1,2023-07-07,877,0.7933347307985313,0.7241181188145503
731623,1,2023-07-08,717,0.8137842096908361,0.7730712493188348
731623,1,2023-07-09,801,0.6993204512579677,0.6577106903336227
731623,1,2023-07-10,603,0.6817919378717628,0.6544059464340594
731623,331,2023-05-25,13,5.807993352703393,6.260983721518039
731623,331,2023-05-26,18,15.427000606159416,6.191689863625386
731623,331,2023-05-27,43,11.395589793690684,5.906349583816228
731623,331,2023-05-28,54,6.540102366136264,5.822367908965604
731623,331,2023-05-29,78,11.006129475825166,6.422375688394997
731623,331,2023-05-30,104,20.18060296118671,6.264284665577144
731623,331,2023-05-31,122,13.87704251807239,5.995751905550067
731623,331,2023-06-01,87,7.751585192047178,5.855543272053949
731623,331,2023-06-02,93,10.465436425274515,5.71965486088759
731623,331,2023-06-03,83,6.236940315124911,5.582699021778587
731623,331,2023-06-04,94,4.505010330834836,5.446824475191317
731623,331,2023-06-05,80,9.137365170458269,5.5673097496662285
731623,331,2023-06-06,72,7.585674561047731,4.718672392073219
731623,331,2023-06-07,68,8.154452052229766,4.5539608234112965
731623,331,2023-06-08,56,6.737204242169101,4.615671322705978
731623,331,2023-06-09,73,7.464258858102413,4.6180890970049955
731623,331,2023-06-10,153,8.032391228560817,4.9202876797487605
731623,331,2023-06-11,151,8.800839482841821,4.544460975805745
731623,331,2023-06-12,160,7.5243785341435006,4.4845897427230454
731623,331,2023-06-13,197,6.617112881653803,3.947613163669561
731623,331,2023-06-14,204,5.659247406115795,3.9391941238724986
731623,331,2023-06-15,264,6.78719506694542,3.300382000487114
731623,331,2023-06-16,288,6.006370012600604,3.1825815933059394
731623,331,2023-06-17,298,5.33127482890979,2.950058538239838
731623,331,2023-06-18,269,4.422055183478021,2.902073378483517
731623,331,2023-06-19,238,5.10704020061922,3.28877311077192
731623,331,2023-06-20,250,4.966752838656883,3.175337173546664
731623,331,2023-06-21,267,3.2541306777589694,2.9122409641606
731623,331,2023-06-22,279,3.6838489863853456,2.507945662046522
731623,331,2023-06-23,283,3.006937007059885,2.5665871167380176
731623,331,2023-06-24,295,2.941214864335021,2.8157397963462047
731623,331,2023-06-25,213,2.090677478662692,2.313569686972045
731623,331,2023-06-26,216,2.8682196091038037,2.4504812139973997
731623,331,2023-06-27,189,1.7009722729782675,2.3816668011354265
731623,331,2023-06-28,220,3.0348813932285945,2.4787832858500267
731623,331,2023-06-29,189,1.281844131985246,2.0682539758126297
731623,331,2023-06-30,174,2.7852829451768035,2.3515651532612925
731623,331,2023-07-01,194,1.415830127340608,2.2827892630756526
731623,331,2023-07-02,187,1.9653850960437929,1.7364948787233763
731623,331,2023-07-03,181,1.9481995774982748,2.004887111731714
731623,331,2023-07-04,178,1.4799115168322587,1.851970135319298
731623,331,2023-07-05,141,1.7894146773708344,2.2973156093400044
731623,331,2023-07-06,177,1.974350269333472,1.8290230373872491
731623,331,2023-07-07,209,1.5127160380481959,1.5752710168350537
731623,331,2023-07-08,205,1.0951907070745475,1.6715280396666334
731623,331,2023-07-09,190,0.8630070390116168,1.5088635883541253
731623,331,2023-07-10,177,0.922809736870504,1.6863096260061152
731623,581,2023-06-26,1,0.025245,0.021671019365239852
731623,1185,2023-05-25,566,2.183011455024503,2.6080946753492205
731623,1185,2023-05-27,602,1.85047038631518,2.3589816623392
731623,1185,2023-05-28,762,2.3017263220084407,2.2665342547893212
731623,1185,2023-05-29,765,1.796733381522874,2.3838228626281994
731623,1185,2023-05-30,554,2.010093180667597,2.2176930313417125
731623,1185,2023-05-31,515,2.126476908438902,2.0922219156355077
731623,1185,2023-06-01,644,2.3662458596005096,2.0932715773193036
731623,1185,2023-06-02,618,1.960694783813296,2.0366980157962646
731623,1185,2023-06-03,670,1.2774541342130892,1.7606386662251716
731623,1185,2023-06-04,634,1.754387091609323,1.6247641196379004
731623,1185,2023-06-06,765,2.142259392366922,1.5988482899464973
731623,1185,2023-06-07,860,2.2733509006672636,1.5627827770771754
731623,1185,2023-06-08,476,1.8141399016413813,1.5938793583794277
731623,1185,2023-06-09,344,1.7320278908021511,1.7127930912341454
731623,1185,2023-06-10,624,2.067125723847996,1.5446022379381705
731623,1185,2023-06-11,640,1.2350052367310749,1.1687755339951544
731623,1185,2023-06-12,776,1.1386996648470324,1.294304273910366
731623,1185,2023-06-13,783,1.3014985463312556,1.3251769044249753
731623,1185,2023-06-14,1028,1.206412322527296,1.2329123216766835
731623,1185,2023-06-15,1096,1.2943965085592333,1.329005774651867
731623,1185,2023-06-16,1179,1.2269818332735807,1.2062502214830901
731623,1185,2023-06-17,1404,1.0100548767040094,0.6242212801509759
731623,1185,2023-06-18,1020,1.154616915886438,0.9525407416594666
731623,1185,2023-06-19,988,1.0138806509882008,1.0923418211726763
731623,1185,2023-06-20,1172,0.9560064287243256,0.9735501291697581
731623,1185,2023-06-21,1381,0.8997598935458568,0.6352310392380078
731623,1185,2023-06-22,1812,0.7706385953962092,0.23093573712392845
731623,1185,2023-06-23,1807,0.5574694834464295,0.2825179360409812
731623,1185,2023-06-24,1689,0.4145605735846939,0.5539120243330959
731623,1185,2023-06-25,1175,0.1219476417485089,0.09812350715235696
731623,1185,2023-06-26,1016,,0.3553729826953289
731623,1185,2023-06-27,949,,0.28655856983335426
731623,1185,2023-06-28,887,,0.24100153354709963
731623,1185,2023-06-29,817,,-0.12769164832948032
731623,1185,2023-06-30,661,,-0.31011466102929086
731623,1185,2023-07-01,829,,0.18338944413703784
731623,1185,2023-07-02,893,,-0.3400828087887833
731623,1185,2023-07-03,744,,-0.2539666301612151
731623,1185,2023-07-05,795,,-0.28213707349940287
731623,1185,2023-07-06,919,,-0.35129235334614317
731623,1185,2023-07-07,871,,-0.3863414783132657
731623,1185,2023-07-08,715,,-0.34675867189012965
731623,1185,2023-07-09,798,,-0.4685804126350681
731623,1482,2023-06-07,1,0.073616,1.8060361988836269
731623,1482,2023-06-17,2,0.104382,1.3279743810766769
731623,1482,2023-07-10,1,0.01378,-0.8271147937441232
731627,1185,2023-05-25,1,,2.723227279662133
731628,1,2023-05-25,815,0.0976260061349693,0.42480638925949643
731628,1,2023-05-26,2539,0.0353360114218196,0.3491016084046351
731628,1,2023-05-27,2890,0.0319306442906574,0.10228703673544226
731628,1,2023-05-28,2493,0.0317091436020858,0.056349310334657954
731628,1,2023-05-29,2446,0.0324646316434995,0.19611101980943713
731628,1,2023-05-30,2923,0.0279493705097502,0.27038436126256626
731628,1,2023-05-31,3072,0.0381485061848958,0.43305100219251236
731628,1,2023-06-01,2994,0.0278127588510353,-0.11319929378399451
731628,1,2023-06-02,3314,0.0280614864212432,-0.08764978890538444
731628,1,2023-06-03,1921,0.0237022774596564,0.07668534233749713
731628,1,2023-06-04,1987,0.0232107664821338,0.2915314953462751
731628,1,2023-06-05,2188,0.0243204958866544,0.26355829920722185
731628,1,2023-06-06,1854,0.0235230296655879,0.12017045936726678
731628,1,2023-06-07,2344,0.0219717969283276,0.17315066582406624
731628,1,2023-06-08,2658,0.0190168867569601,0.2580308302569989
731628,1,2023-06-09,2753,0.0168958470759171,0.3081042338108563
731628,1,2023-06-10,2145,0.0165571571095571,0.239828284054022
731628,1,2023-06-11,2060,0.0155756126213592,0.2041087447114618
731628,1,2023-06-12,1805,0.0165884770083102,0.14647345120156774
731628,1,2023-06-13,1472,0.0208663091032608,0.13303964330830897
731628,1,2023-06-14,1372,0.019474221574344,0.11982474759747097
731628,1,2023-06-15,1930,0.0210131041450777,0.23482026785704813
731628,1,2023-06-16,1056,0.0194774318181818,0.2278383187843529
731628,1,2023-06-17,920,0.016729677173913,0.19407689252630256
731628,1,2023-06-18,1440,0.0203613534722222,0.16863773665751758
731628,1,2023-06-19,1506,0.0169227815405046,0.2378380529036046
731628,1,2023-06-20,1452,0.0158495220385674,0.16971300531019473
731628,1,2023-06-21,1326,0.0136401138763197,0.19572403090949142
731628,1,2023-06-22,1264,0.0144923631329113,0.07152727592852304
731628,1,2023-06-23,1204,0.013878446013289,0.11979911710265179
731628,1,2023-06-24,1292,0.0119377662538699,0.6045054828016139
731628,1,2023-06-25,1502,0.0111698535286284,0.198244538325679
731628,1,2023-06-26,1009,0.0141826640237859,0.22646823836453822
731628,1,2023-06-27,1050,0.0130827599999999,0.15867732829516856
731628,1,2023-06-28,1082,0.0133730988909426,0.17367779682630569
731628,1,2023-06-29,1334,0.0144983928035982,0.22474415590566377
731628,1,2023-06-30,1424,0.0126145316011235,0.36002026736321946
731628,1,2023-07-01,1646,0.0109994775212636,0.16942695431430121
731628,1,2023-07-02,1703,0.0109943728714034,0.005189132279729725
731628,1,2023-07-03,1376,0.0116845021802325,0.06629057092062163
731628,1,2023-07-04,1134,0.0102482918871252,0.14201687095888516
731628,1,2023-07-05,561,0.0076026203208556,0.13113945102336722
731628,1,2023-07-06,134,0.0030222164179104,-0.28232786740262594
731628,1,2023-07-07,73,0.0025649315068493,-0.3173339141558793
731628,1,2023-07-08,58,0.0022534655172413,-0.16168702094317222
731628,1,2023-07-09,38,0.0039928157894736,-0.26395455767893705
731628,1,2023-07-10,15,,-0.14132194282965305
731628,331,2023-05-25,5932,0.040600512137559,0.2339065786019301
731628,331,2023-05-26,3347,0.0652774561463223,0.09726918888816227
731628,331,2023-05-27,3434,0.0649287569191075,-0.1495453827810278
731628,331,2023-05-28,2710,0.0521035881918819,0.05581558109698337
731628,331,2023-05-29,2708,0.0504825583456425,0.201420439644449
731628,331,2023-05-30,2999,0.0412800810270089,0.004080210520279515
731628,331,2023-05-31,3257,0.0780983131026097,0.4325172729548389
731628,331,2023-06-01,2808,0.0607710114780494,0.11613821794014845
731628,331,2023-06-02,4397,0.0560120842306174,-0.07371178691724345
731628,331,2023-06-03,2194,0.0405371654512306,0.07615161309982232
731628,331,2023-06-04,1887,0.0568615781664016,0.2909977661086005
731628,331,2023-06-05,2367,0.0486304761301225,0.2630245699695477
731628,331,2023-06-06,2335,0.0540325066381156,0.1196367301295933
731628,331,2023-06-07,3372,0.0528934467915767,-0.041145727283318
731628,331,2023-06-08,3431,0.0472686402043908,0.037891288076927765
731628,331,2023-06-09,3366,0.0437208561247771,0.08796469163078302
731628,331,2023-06-10,2619,0.0378325673890797,0.2451377038890361
731628,331,2023-06-11,2265,0.0393315726569536,0.20357501547378587
731628,331,2023-06-12,2005,0.0368078907730673,0.14593972196389382
731628,331,2023-06-13,1291,0.0392755886909372,0.13250591407063506
731628,331,2023-06-14,1406,0.0383421854746271,0.11929101835979705
731628,331,2023-06-15,1728,0.0426008725491164,0.23428653861937265
731628,331,2023-06-16,1070,0.0296959169586226,0.2273045895466772
731628,331,2023-06-17,927,0.0304333182308522,0.19354316328862753
731628,331,2023-06-18,1177,0.0337656465590484,0.15773439390247646
731628,331,2023-06-19,1065,0.0264238469483568,0.2393281856912779
731628,331,2023-06-20,1032,0.0271846414728682,0.10919850740356951
731628,331,2023-06-21,942,0.0256665541401273,0.1412280038798317
731628,331,2023-06-22,744,0.0254044301075268,0.017031248898863316
731628,331,2023-06-23,703,0.0199366073968705,0.07703908975560747
731628,331,2023-06-24,809,0.0187320046965012,0.5328953083364323
731628,331,2023-06-25,758,0.013712488151715,0.12663436386049876
731628,331,2023-06-26,442,0.0109607692307692,0.12946546371147805
731628,331,2023-06-27,418,0.0163406220095693,0.06065105084950506
731628,331,2023-06-28,483,0.0155505445134575,0.0756515193806413
731628,331,2023-06-29,581,0.0124383235800344,0.1287417404853486
731628,331,2023-06-30,846,0.0134748581560283,0.2884100928980373
731628,331,2023-07-01,915,0.0135210371584699,0.12063891127557391
731628,331,2023-07-02,904,0.0134268230088495,-0.06642104218545053
731628,331,2023-07-03,717,0.0119851938633193,-0.003953217379310647
731628,331,2023-07-04,576,0.0122271076388888,0.0563840690559374
731628,331,2023-07-05,291,0.0123088522336769,-0.11801365965542643
731628,331,2023-07-06,29,0.0038996551724137,-0.191443047507591
731628,331,2023-07-07,32,0.0088185624999999,-0.3720340367874775
731628,331,2023-07-08,18,0.0007446111111111,-0.13657694289986355
731628,331,2023-07-09,14,0.0011065714285714,-0.23359148779293482
731628,331,2023-07-10,4,,-0.26249370489782065
731628,581,2023-05-28,1,,0.8273525437702149
731628,581,2023-05-31,1,0.00042,1.3003054054103471
731628,581,2023-06-14,3,0.0088873333333333,0.21631114014277064
731628,581,2023-06-15,9,0.0031592222222222,0.12281618482032641
731628,581,2023-06-22,1,,0.5733062337502558
731628,581,2023-06-23,1,0.4302449999999995,0.6703663258134661
731628,581,2023-06-24,2,0.0125489999999999,0.9608647661294706
731628,581,2023-06-25,2,0.004557,0.5043572397474816
731628,581,2023-06-26,1,0.001265,0.6178117968968232
731628,581,2023-06-28,1,0.0090599999999999,0.7031508509867482
731628,581,2023-07-02,1,0.001321,0.4000467233613424
731628,1185,2023-05-25,3870,0.0121078865633074,-0.21624607169455223
731628,1185,2023-05-26,2464,0.0103247810594155,-0.06378692500132477
731628,1185,2023-05-27,2809,0.0099559188323246,-0.3199718207516664
731628,1185,2023-05-28,2402,0.0113241881765195,-0.3514424765356954
731628,1185,2023-05-29,2375,0.0141231368421052,-0.10725809871588243
731628,1185,2023-05-30,2837,0.0174206355935847,-0.23482906536923775
731628,1185,2023-05-31,2990,0.0218678373599751,-0.09498714734470703
731628,1185,2023-06-01,2926,0.0162083400546821,-0.0965465091938198
731628,1185,2023-06-02,3237,0.0169678957135853,-0.2851053696250203
731628,1185,2023-06-03,1859,0.0131746841496704,-0.18379390412823438
731628,1185,2023-06-04,1934,0.01411592478473,0.03105224888054159
731628,1185,2023-06-06,1821,0.0203608933249867,-0.05940476587403709
731628,1185,2023-06-07,2301,0.0174937946067548,-0.07089900078607037
731628,1185,2023-06-08,2637,0.0153565123246112,0.013981163646862083
731628,1185,2023-06-09,2705,0.0140052888127814,-0.011458199052083895
731628,1185,2023-06-10,2112,0.0136891337181115,-0.05050940180483199
731628,1185,2023-06-11,2050,0.0131972234146341,-0.08622894114739243
731628,1185,2023-06-12,1791,0.0129225161910646,-0.005768153986669189
731628,1185,2023-06-13,1441,0.0152805462777412,-0.013592590721351883
731628,1185,2023-06-14,1340,0.0144657118313414,-0.09128192780102151
731628,1185,2023-06-15,1888,0.0157681804545777,0.02371359245855542
731628,1185,2023-06-16,1024,0.0139808175253906,0.002630413941846488
731628,1185,2023-06-17,899,0.0112511357063403,-0.03345936272778571
731628,1185,2023-06-18,1406,0.0144698492176386,-0.058898518596570026
731628,1185,2023-06-19,1476,0.0111497798102981,0.08313850048944516
731628,1185,2023-06-20,1427,0.010045304134548,0.015013452896035728
731628,1185,2023-06-21,1306,0.0086163575803981,-0.02344996287349943
731628,1185,2023-06-22,1241,0.0070919371474617,-0.16089343215275353
731628,1185,2023-06-23,1170,0.0055617444444444,-0.10643413245478395
731628,1185,2023-06-24,1260,0.0039413595238095,0.35565519486474007
731628,1185,2023-06-25,1467,6.55645870828e-05,0.06524584296195868
731628,1185,2023-06-26,973,,0.16314084710892574
731628,1185,2023-06-27,1021,,0.09432643424695275
731628,1185,2023-06-28,1049,,0.009513012730655745
731628,1185,2023-06-29,1310,,0.06057937181001427
731628,1185,2023-06-30,1387,,-0.013048080613360602
731628,1185,2023-07-01,1600,,0.12463010684860087
731628,1185,2023-07-02,1667,,-0.039607715185970616
731628,1185,2023-07-03,1334,,0.04874440301440264
731628,1185,2023-07-05,540,,0.024708495064235336
731628,1185,2023-07-07,69,,-0.41792547817331793
731628,1185,2023-07-08,56,,-0.2716489090417613
731628,1185,2023-07-09,36,,-0.38037762753725013
731628,1482,2023-05-25,6,0.0201658333333333,0.24695419980486788
731628,1482,2023-05-26,8,0.1213356249999999,-0.015079200271577387
731628,1482,2023-05-27,2,0.001784,0.01300008631679983
731628,1482,2023-05-28,3,0.0145356666666666,-0.1680959664588828
731628,1482,2023-05-29,3,0.0080653333333333,-0.02952293487809632
731628,1482,2023-05-30,2,0.0016125,0.13975798733257205
731628,1482,2023-05-31,4,0.4560037499999998,0.26266865055042476
731628,1482,2023-06-01,7,0.1479379999999998,0.01365430434867454
731628,1482,2023-06-02,3,0.0363346666666666,0.29295872791451494
731628,1482,2023-06-03,4,0.0074607499999999,0.18222311647222766
731628,1482,2023-06-04,7,0.0532159999999999,0.33031536584426757
731628,1482,2023-06-05,4,0.2483099999999999,0.09218484793396708
731628,1482,2023-06-06,11,0.1284095454545454,0.159063655539589
731628,1482,2023-06-07,5,0.00374,-0.0017176691180385006
731628,1482,2023-06-08,7,0.1100808571428571,0.06257411877604291
731628,1482,2023-06-09,5,0.0647985999999999,0.0525568679298658
731628,1482,2023-06-10,4,0.0153764999999999,-0.10715103104846113
731628,1482,2023-06-11,2,0.004596,0.14093316101700726
731628,1482,2023-06-12,1,0.0026939999999998,0.26887192831544693
731628,1482,2023-06-13,7,0.1793725714285713,-0.09923479143650082
731628,1482,2023-06-14,2,0.1192589999999999,0.14068348410710363
731628,1482,2023-06-15,1,0.0051859999999999,0.38020075833849554
731628,1482,2023-06-16,1,0.008663,0.4511485869163575
731628,1482,2023-06-18,3,0.0154089999999999,-0.12206775825645622
731628,1482,2023-06-19,1,,0.056107891967780876
731628,1482,2023-06-20,1,0.018242,0.1542679899958248
731628,1482,2023-06-21,1,,0.11580457422628743
731628,1482,2023-06-23,2,0.001611,-0.10325989001997149
731628,1482,2023-06-27,2,0.012872,-0.11041642470093471
731628,1482,2023-07-02,1,4.3e-05,0.1637851524285885
731628,1482,2023-07-03,1,0.0450159999999999,0.26496609132386784
731628,1482,2023-07-04,1,,0.3344945775773436
731628,1482,2023-07-05,2,0.000546,-0.11406958854302918
731629,1,2023-05-25,62,4.745730241935484,3.9321833498585765
731629,1,2023-05-26,92,2.2822010434782607,3.8084010598822484
731629,1,2023-05-27,67,2.735518014925373,3.4127920732400447
731629,1,2023-05-28,54,1.7321595,3.375038419306861
731629,1,2023-05-29,75,3.11761548,3.3067906127236015
731629,1,2023-05-30,64,1.905499890625,3.403421808611722
731629,1,2023-05-31,103,2.207328233009709,3.561060649090664
731629,1,2023-06-01,130,1.5702141769230769,3.080869097152834
731629,1,2023-06-02,111,2.0581882252252246,2.9678028174129225
731629,1,2023-06-03,112,1.614436375,2.830846978303917
731629,1,2023-06-04,93,1.9705303870967743,2.774409912009408
731629,1,2023-06-05,111,2.083248252252252,2.6478146075091678
731629,1,2023-06-06,62,1.1505489032258065,2.4336855858929676
731629,1,2023-06-07,52,2.395532134615385,2.356858852320623
731629,1,2023-06-08,57,1.2025028596491227,2.344140327190188
731629,1,2023-06-09,68,1.9016398823529408,2.3465581014892054
731629,1,2023-06-10,71,1.7646205915492956,2.3703690710571848
731629,1,2023-06-11,87,1.7349807126436783,2.171537785594856
731629,1,2023-06-12,73,1.5160221369863014,1.9221432633067972
731629,1,2023-06-13,76,1.6920076578947367,1.9474065226628303
731629,1,2023-06-14,138,1.0258718478260869,2.032124603282744
731629,1,2023-06-15,113,0.7948467256637168,2.0654641985898152
731629,1,2023-06-16,76,1.5375312368421052,1.975849137799468
731629,1,2023-06-17,51,0.9702185294117648,2.00897729628554
731629,1,2023-06-18,36,1.4315085833333334,1.946494551199661
731629,1,2023-06-19,50,2.88973414,2.0009310571482692
731629,1,2023-06-20,31,0.5462831612903224,1.995940410136476
731629,1,2023-06-21,23,0.7408318260869565,2.075450351569747
731629,1,2023-06-22,32,2.19039271875,1.708580121298326
731629,1,2023-06-23,47,0.9057562765957444,1.7706833521905154
731629,1,2023-06-24,50,3.1733919,2.3428531244288013
731629,1,2023-06-25,62,0.9812301451612904,1.2045676216580823
731629,1,2023-06-26,110,1.1384413909090907,1.2305969848150777
731629,1,2023-06-27,146,1.11957601369863,1.1525327817633642
731629,1,2023-06-28,169,1.2030028579881653,1.0883592325601061
